rid,age,gender,wave,ethnicity,hispanic,educ
5e926c8b-5f35-40a1-7516-d9416aae25d5,19,Male,1,White,0,Some college
5e926efd-d09e-7b3c-19c9-b166be485d99,50,Male,1,Other,0,Some college
5e95ce2e-e54b-9640-4aac-9d4ba9471fcd,78,Female,1,White,0,High school graduate
5e95cf86-7ad7-4bd7-41a3-94a7bdfcb2cd,31,Female,1,White,1,College graduate
5e95cffb-0e5e-dcff-191c-745feba2b47b,58,Female,1,White,0,Some college
5e95d072-c693-f7ed-8be6-01c1ba1a9741,56,Female,1,White,0,Some college
5e95d0c3-fbf6-e6b0-efa3-271befdb3b9d,59,Male,1,White,0,Some college
5e95d167-f039-fb36-3f32-7b8bd1f68225,53,Female,1,White,0,Some college
5e95d060-df66-2e4f-4c18-643e8cbf3138,43,Male,1,White,0,College graduate
5e95d1b5-419f-06d1-9dec-def029bd5a09,66,Male,1,White,0,Some college
5e95d16e-da07-ce2f-f240-dea4f1cf6499,42,Male,1,White,0,College graduate
5e95d158-1ba1-2fa0-21d9-40fea44d4532,51,Male,1,White,0,Some college
5e95d1a2-a692-fd66-cdec-1e88674bba9f,39,Female,1,Other,0,Some college
5e95d185-beae-06e1-e8bf-9b78aabac3e4,40,Male,1,White,0,College graduate
5e95d1c9-bf5d-1fbd-29a2-df45c3d282ad,67,Female,1,White,0,College graduate
5e95d28e-b789-0c27-f2bd-61ff3d46ea00,67,Female,1,White,0,High school graduate
5e95d2b1-6ab5-01ef-b722-bc6374630f48,49,Female,1,White,1,High school graduate
5e95d2ad-5904-3d38-3a06-d69bad9093c9,59,Male,1,White,0,College graduate
5e95d2ce-ba37-dea3-6780-66db813f0e75,59,Female,1,White,0,Some college
5e95d2f6-541a-23eb-46e6-92dfe001c7b9,43,Male,1,White,0,College graduate
5e95d260-7198-18fc-8ca4-abf7322c3afe,72,Male,1,White,0,Some college
5e95d1da-62ea-63b8-d258-53f7dd3df465,44,Male,1,White,0,College graduate
5e95d315-ac7e-9e18-84c6-6810141dca3c,64,Male,1,White,0,College graduate
5e95d073-1293-d76e-15de-4c7fa91d9088,40,Male,1,White,0,College graduate
5e95d231-3ca7-e13a-819c-2df156b92e3b,72,Female,1,White,0,College graduate
5e95d2e4-4413-f9be-89f7-e8c820158951,59,Female,1,White,0,Some college
5e95d12d-b504-62db-eae0-7d0c18901082,40,Male,1,White,0,College graduate
5e95d304-6292-21ff-8ae0-d96cd4f6b94e,63,Female,1,Black,0,College graduate
5e95d2ff-9ab6-a344-6dc8-6ede62ae150f,40,Male,1,White,0,College graduate
5e95d337-5063-4325-5e87-d3b56a2045e1,41,Male,1,Black,0,Some college
5e95d39f-f3ba-ca11-659e-63686f0194a9,19,Male,1,White,0,Non-high school graduate
5e95d360-2eaf-4a7d-d04e-b9201e0f7754,36,Male,1,White,0,College graduate
5e95d428-3cdb-ef01-9a09-41c12654f8be,24,Male,1,White,0,College graduate
5e95d3df-80f6-acd1-9964-57427dd163c1,23,Female,1,White,0,High school graduate
5e95d3e8-0a78-1b3c-3c54-92371f6fdfdb,31,Female,1,Black,0,College graduate
5e95d282-98ac-93af-4787-f4b0365fcb4a,39,Female,1,White,0,College graduate
5e95d690-db28-5e93-975c-d8178c56d786,29,Male,1,White,1,College graduate
5e95d7a5-a143-fcad-2415-3e219cd6d94e,41,Male,1,White,1,College graduate
5e95dcb9-4668-50cc-e2a4-2f274e9a15d8,53,Female,1,Other,NA,High school graduate
5e95d7dc-1d83-4d87-9f79-9815ee3004bb,27,Male,1,White,1,Some college
5e95de5f-0170-1edf-63f0-a73142f8b7db,45,Female,1,Black,0,Non-high school graduate
5e95d711-8e80-0e98-07be-206760308a5b,40,Male,1,White,0,College graduate
5e95e539-6485-8b17-7815-07d8aae02b25,70,Female,1,White,0,High school graduate
5e95e97e-aa86-06ee-05a1-1aab8e0ccc66,59,Male,1,Other,0,College graduate
5e95e8d2-79a2-057a-8d23-ccca55b7849c,72,Female,1,White,0,Some college
5e95eeb2-5e13-3b84-30ea-edb4ac9ac247,35,Male,1,White,0,College graduate
5e95f308-1ee6-a998-09cc-fd34f9b7173c,23,Male,1,White,0,Some college
5e95f5a5-4a7b-fb41-d855-e986c102d3bb,70,Female,1,White,0,College graduate
5e95f7f0-4ee9-51eb-51a6-34ea8baf6924,18,Female,1,White,0,Some college
5e95fb45-a1af-019c-d5af-0b4d2241502c,18,Female,1,White,0,Some college
5e95fc72-9ea0-e3d1-b668-810864279b7a,21,Female,1,White,1,College graduate
5e95e729-64f6-93d5-869c-3ce23f2812a5,29,Male,1,White,1,College graduate
5e95ffd3-f927-9f7a-e001-7790b55852e0,49,Female,1,Black,0,College graduate
5e9602e1-68de-b293-5321-5fcb32ee9722,54,Female,1,Black,0,College graduate
5e99fedf-1161-ab83-040d-44bdc4647ced,51,Male,1,White,0,Some college
5e99fec3-857e-d1b9-4af2-8c4e734955a4,41,Male,1,White,1,College graduate
5e99ff0f-2f6b-8f09-6bdd-d113ecfe88cc,39,Male,1,White,0,College graduate
5e9a01c7-89ca-5d62-2fe1-7909e0d1fdc4,71,Male,1,White,0,Some college
5e9a02a0-8452-4606-f99f-015c9d0cd45a,59,Female,1,Other,NA,College graduate
5e9a02b2-6e93-eb0c-df97-91a0df0e0fee,67,Female,1,Black,0,College graduate
5e9a0297-5847-12ac-a1e7-8f6728e5d3cf,73,Male,1,White,0,High school graduate
5e9a02f6-a9ed-2657-b73c-1ffa7234e77f,37,Female,1,White,0,Some college
5e9a025e-28a5-2098-db03-d99b41ee35b4,81,Female,1,White,0,Some college
5e9a0331-7ed7-9612-78ef-8958bd889d61,32,Male,1,White,0,College graduate
5e9a0381-2f2a-4167-d1df-d6273e7db632,67,Female,1,White,0,College graduate
5e9a02f3-5235-9dc8-3f17-dd397444f282,71,Male,1,White,0,Some college
5e9a03ca-4363-f400-11a8-3ed113c334d6,66,Male,1,White,0,College graduate
5e9a02f8-6c50-d33d-1366-9047e6c3e5c1,29,Female,1,White,0,College graduate
5e9a02f7-f59f-add1-5368-8b9b42e88b03,44,Male,1,White,0,College graduate
5e9a02bd-a80f-d8ca-7be6-7b03e787ea5c,40,Male,1,White,0,College graduate
5e9a02e6-3ab3-d10d-4dae-28326faf06ed,40,Male,1,White,0,College graduate
5e9a03bd-42a8-1cb6-a324-c3aa2eb7862a,73,Female,1,White,0,College graduate
5e9a03ee-efcf-0e85-7588-f2bf3f85436c,31,Female,1,Black,0,High school graduate
5e9a0363-1028-521c-bdcd-b608e8159ae8,42,Male,1,White,0,Some college
5e9a0486-b729-6631-bf90-92120004cff3,20,Male,1,Black,0,Some college
5e9a0473-e454-ccd5-0f5c-528e5451fe4a,69,Male,1,White,0,College graduate
5e9a01ca-0f7f-c9da-39e1-2fda396026f4,78,Male,1,White,0,College graduate
5e9a04d2-de8f-f667-99c2-d9fbbda90570,71,Female,1,Black,0,High school graduate
5e9a04d6-1498-cabf-f4f1-e7310710bfd0,77,Female,1,White,0,Some college
5e9a0477-d769-6bde-0c53-690802c4a1a3,40,Male,1,White,0,College graduate
5e9a047e-b910-980c-0443-aac11c193e31,51,Male,1,White,0,High school graduate
5e9a04db-d53a-1f8c-f418-6e32b29b71a0,48,Male,1,White,0,College graduate
5e9a0455-a6fb-328e-ef4c-b5469592c6f2,57,Female,1,White,0,Some college
5e9a03a6-172d-f4ae-42a6-0c162c5bce45,37,Male,1,Black,0,Some college
5e9a04bb-280d-3367-3072-60c550990d59,54,Male,1,White,0,Some college
5e9a04ac-402f-84e7-ba7c-fb59bbbfae75,58,Male,1,White,0,College graduate
5e9a0497-9c68-7e9d-ce38-544258a3e1e8,55,Male,1,White,0,Some college
5e9a04d3-c343-73eb-9072-5ad6e64a4a45,61,Male,1,White,0,College graduate
5e9a04e7-33fb-d6b0-1fae-a130cda8024d,47,Male,1,White,0,Some college
5e9a0484-48ce-d0cb-60ae-7f4d9d769d02,80,Female,1,White,0,High school graduate
5e9a0481-d989-8eba-fa3b-28f1dc5247e6,71,Female,1,White,0,High school graduate
5e9a0521-656b-c2b8-2bc4-eff457603d87,36,Female,1,White,0,Some college
5e9a04fe-fe53-13f2-c41f-cc3346a3e6ed,61,Female,1,White,0,Some college
5e9a04b4-1fab-d618-9090-6216d7081bca,59,Male,1,White,0,Some college
5e9a04e4-e4df-afd4-d125-847569e5ec2b,70,Male,1,White,0,Some college
5e9a0473-80c8-e718-1a5c-4927631bdcb5,42,Male,1,White,0,College graduate
5e9a03d4-3c24-488f-77cb-5f7789f8f1bf,42,Male,1,White,0,College graduate
5e9a02c7-0c30-0908-ac0d-0d31929b25a5,44,Male,1,White,0,College graduate
5e9a04a1-4d9a-d236-c7f7-5a769e86386a,41,Male,1,White,0,Some college
5e9a0579-9b2f-8876-9ecc-8f7b6328dd21,26,Female,1,White,0,Some college
5e9a0563-0913-f351-9504-1dca471bd77f,54,Male,1,White,0,College graduate
5e9a0521-c231-efae-2003-d7ba9eb9fb64,47,Female,1,White,0,College graduate
5e9a041f-b590-7687-782a-21729153fa10,44,Male,1,White,0,College graduate
5e9a0587-83f1-6ec0-a83a-67f55eceeebb,37,Female,1,Black,0,Some college
5e9a0546-97cb-4aa0-d2ae-829ce946f1e2,24,Female,1,White,0,College graduate
5e9a05d3-8ba4-7290-6583-b5c425e9404c,33,Female,1,Black,0,NA
5e9a053b-ce9c-39f1-ce67-0a97f48ed0f1,40,Female,1,White,0,College graduate
5e9a058d-5f11-9c4d-b8e5-c8b01abe8d70,28,Female,1,White,0,College graduate
5e9a054e-c6cb-9634-7e3f-9e930264a558,22,Female,1,White,1,Some college
5e9a05a3-497a-efde-91a7-2f1fee9e14db,21,Female,1,White,0,College graduate
5e9a04d9-e142-fbc1-5de4-4e6a90cf2eb2,46,Male,1,White,0,College graduate
5e9a0566-9e68-4d3c-29b2-959ef73c5780,27,Female,1,White,0,Some college
5e9a0594-d9cb-b954-1248-b537348699a2,20,Female,1,White,0,Some college
5e9a0418-ef22-c1b3-fe44-ff6a401b82fd,41,Male,1,White,0,College graduate
5e9a04e3-3a98-9b81-fc24-c645cf4f1c3b,55,Male,1,White,0,Some college
5e9a054d-aed3-dd40-42e6-84d6033340f0,27,Female,1,White,0,College graduate
5e9a055b-5055-7bd2-2594-efed9686dd91,57,Female,1,White,0,Some college
5e9a04b6-361e-2c88-4815-345ad46dc256,44,Male,1,White,0,College graduate
5e9a04b7-20af-58b2-cd28-9fc63013910f,41,Male,1,White,1,College graduate
5e9a05c3-ef0f-ccea-3299-c4e27ae26a20,23,Female,1,White,0,College graduate
5e9a04d0-df6c-c46a-9f75-f19e7d718772,69,Male,1,White,0,Some college
5e9a05ed-b316-5c09-63e8-345c2c054416,24,Female,1,White,0,College graduate
5e9a055a-6ab4-5237-3b03-86d0df28d8d3,72,Female,1,White,0,College graduate
5e9a056f-e8fc-aeaf-be79-da4274e489f5,45,Female,1,White,0,Some college
5e9a0547-f552-41d9-f0b9-5c3cdc6df8c0,80,Female,1,White,0,College graduate
5e9a0595-f40f-7d44-f943-2aaa55cdf4bc,28,Female,1,White,0,College graduate
5e9a05cb-bb44-20e0-aa12-02bb04257d6f,39,Female,1,Other,0,College graduate
5e9a0581-497e-12e4-3a8f-05257bbbb092,85,Female,1,White,0,High school graduate
5e9a04f9-846f-f8b8-ddfb-a84f0ac03afa,59,Male,1,White,0,Some college
5e9a0628-a36d-52d3-16b9-e0a1c677210f,20,Male,1,White,0,High school graduate
5e9a03d4-4641-2250-d804-e8a6ede14865,38,Male,1,White,0,College graduate
5e9a060a-fedb-6fc9-d7f8-a6ab762a1c59,36,Female,1,Other,0,College graduate
5e9a05a8-1bf8-a8d6-950e-3bd3d3b49551,62,Female,1,Other,0,Some college
5e9a05dc-fbb6-9898-7af0-e02d2ab002fd,39,Female,1,White,0,High school graduate
5e9a05a0-4894-c409-2ee6-71476ea8461b,40,Female,1,White,0,Some college
5e9a04a4-07df-bd30-e610-10c749c086f5,46,Male,1,White,0,College graduate
5e9a050d-a9d6-fbaa-7dc2-3f373d6aec07,60,Female,1,White,0,College graduate
5e9a05a5-e98a-561b-c122-fdade7444e66,52,Female,1,White,1,College graduate
5e9a05cc-9257-17ce-b2eb-f256451ab833,40,Female,1,White,0,Some college
5e9a066a-4295-6a5e-2143-6d7569a25f2b,49,Female,1,White,0,College graduate
5e9a05f5-ffa0-78ad-36b8-94e035d28f22,26,Female,1,Other,0,High school graduate
5e9a0619-3ac0-51ef-d9f5-de081b2ff536,34,Female,1,White,0,Some college
5e9a0613-6fcd-dd74-b4ba-5cc10a6b7a6f,38,Female,1,White,0,Some college
5e9a06cd-63dc-6468-c901-731f6a3063a9,40,Female,1,Other,1,Some college
5e9a0575-e0bf-f094-9a85-7f09c300f262,68,Female,1,Black,0,High school graduate
5e9a05db-80b4-9319-03aa-a6c403bd5cf3,64,Female,1,White,0,Some college
5e9a0673-997a-4b86-7323-b71b2d989654,18,Female,1,White,0,Some college
5e9a064a-7c1f-96e5-fcbb-efe657847fec,28,Female,1,White,1,Some college
5e9a05c0-18ca-c2d5-43c8-0c9e09d296e0,37,Female,1,White,0,High school graduate
5e9a057f-b4b8-321a-509a-0a20b62f8334,18,Female,1,Other,1,College graduate
5e9a0483-7403-9662-de67-956731448264,59,Male,1,Other,0,Some college
5e9a04d8-c7f2-7045-988e-5f86928690a7,70,Male,1,Other,1,Some college
5e9a04e6-8101-7e26-423c-3fc84fbdc603,58,Male,1,White,0,High school graduate
5e9a04bc-7039-e2d9-aea3-4dd1a158052e,34,Male,1,White,0,Some college
5e9a0642-8d1c-8d50-b9ad-756f99aefda4,57,Female,1,White,0,High school graduate
5e9a05fb-b5f4-61a0-a209-ffb256233fc1,50,Female,1,White,0,Some college
5e9a0559-ad9c-7e4f-7b9b-5f3805a1c73b,33,Male,1,Other,0,Some college
5e9a0553-0a96-db6c-5452-72033558360c,26,Female,1,Black,0,Some college
5e9a0664-c08f-7732-9c1b-89c6a760806e,51,Female,1,White,0,Some college
5e9a05b8-f1b2-e4e0-7c3b-99d4153469fc,19,Female,1,Black,0,Non-high school graduate
5e9a05fd-59b0-b198-917a-238b3bfa51d5,60,Female,1,White,0,College graduate
5e9a0540-2d42-5cf2-a1f8-b833773a5b71,67,Female,1,White,0,College graduate
5e9a0683-f9a2-8b56-60bc-6776ebaaca4a,54,Female,1,White,0,College graduate
5e9a0638-dd0f-ea0e-4794-6e3e8e0c9fc8,34,Female,1,White,0,Some college
5e9a0631-288c-a79b-cb90-aba4b7d838de,44,Female,1,White,0,Some college
5e9a0650-75b5-56a0-45d7-ae4621720e06,60,Female,1,White,0,Some college
5e9a04a4-6291-cb85-49d8-6304ae422b81,29,Male,1,White,0,College graduate
5e9a05f8-2a09-b97d-a772-95e4c464be0c,34,Male,1,White,0,College graduate
5e9a0587-b803-fc15-6f9f-7731f87f8bc5,55,Female,1,White,0,High school graduate
5e9a0633-dfc7-f6c4-683b-ff8c3bb43f13,34,Female,1,White,0,Some college
5e9a05ae-704c-ec07-0899-2efe5c5ad1f1,70,Female,1,White,0,Some college
5e9a06b8-1c53-8728-cd1d-d0c0e768b742,74,Male,1,White,0,Some college
5e9a067f-2ff6-ccc3-1f02-0fce16b7e2e9,62,Female,1,White,0,College graduate
5e9a04ec-20e3-9876-1391-c09c95e1b017,56,Male,1,White,0,Some college
5e9a05c3-ea1e-794b-75ff-1c4373a9543d,20,Male,1,Other,0,Some college
5e9a04a2-f38c-c0b4-9a2f-a8f345f4662a,56,Male,1,White,0,High school graduate
5e9a05a6-1d31-5514-4b7f-0532677f8e91,34,Female,1,White,0,High school graduate
5e9a0645-513d-05e7-0313-2cc90f709b9e,59,Female,1,White,0,Some college
5e9a07f1-51d5-1a60-98c7-74c822a0c973,19,Male,1,Black,0,College graduate
5e9a07b9-d0f2-22d4-a7f8-b077d14a8afb,56,Male,1,White,0,Some college
5e9a05c3-e8e3-953e-10fa-0df6bfc24ec9,61,Female,1,Black,0,Some college
5e9a0499-b0c1-8c94-fb61-7c29a96a011a,45,Male,1,White,0,College graduate
5e9a07ca-30de-f48a-c13c-a8e920ce3530,51,Male,1,White,0,College graduate
5e9a07b4-85b2-2218-0602-03e2c4c00b56,68,Male,1,White,0,College graduate
5e9a081d-5bde-b3a9-f599-3e954cb36d0a,32,Male,1,Black,0,High school graduate
5e9a0621-4cd1-199c-be17-f11c38dabff4,63,Female,1,White,0,High school graduate
5e9a0811-633e-4a37-c2da-b8f7b73fb083,47,Male,1,Black,0,College graduate
5e9a0827-2568-3077-eba6-c18ee08ed0b0,25,Male,1,Black,0,College graduate
5e9a0850-07ba-9697-4a15-f98d0ef0a1e7,25,Male,1,White,0,College graduate
5e9a0592-b499-83f2-dcca-4604322b6de3,55,Female,1,Black,0,Some college
5e9a07f6-78c8-f1f7-1de2-dde625a9215c,19,Male,1,White,0,Some college
5e9a0569-9b88-5f2b-120d-265e092c0f5f,74,Female,1,White,0,High school graduate
5e9a083a-e960-d5c9-428b-b9c1c59a3655,29,Male,1,White,0,College graduate
5e9a07ef-ac98-4e4d-cc82-59af8e10ed12,49,Male,1,White,0,College graduate
5e9a07a9-d77b-afcd-6732-22042c3e1492,30,Male,1,White,0,Some college
5e9a07c1-107b-3400-40d4-60ae5e67629a,71,Male,1,White,0,Some college
5e9a08ce-18aa-5183-c281-e464c1699a24,21,Male,1,Other,1,High school graduate
5e9a0850-f4bc-72eb-f5a9-0bb374092f52,53,Male,1,Black,0,College graduate
5e9a07d1-3491-df0c-8bad-b42c62c0f670,49,Male,1,Black,0,Some college
5e9a0723-ba10-6114-dc65-ce4682d1bfb5,76,Male,1,White,0,College graduate
5e9a0817-3204-513a-8392-41ce027438c6,24,Male,1,Other,0,High school graduate
5e9a083a-ade6-4490-04c0-11b105e7a1f8,49,Male,1,Other,1,College graduate
5e9a0543-faa7-2d17-ef85-5bf6a0944602,21,Female,1,Other,0,High school graduate
5e9a0549-d648-75b5-e88b-dfb2fcc2ae83,51,Male,1,White,0,High school graduate
5e9a07cc-b802-c61a-a24d-c2c944273573,45,Male,1,White,0,College graduate
5e9a0970-9591-6d80-d0ca-ee667a4b620f,53,Female,1,Other,0,College graduate
5e9a09d1-17af-3f04-e68f-fc9823bb8bd5,32,Male,1,Other,NA,Non-high school graduate
5e9a099d-ee99-1565-e1a5-992ad99f1d8d,40,Female,1,Black,1,High school graduate
5e9a03f8-8c1d-d0b9-f3ed-bfa7bcd73ed7,41,Male,1,White,0,College graduate
5e9a0946-897d-d93b-5b32-929ab814fddc,45,Female,1,Other,1,Some college
5e9a095b-3e68-fc43-bbc4-557f67881e70,52,Female,1,Other,1,High school graduate
5e9a0a00-32a0-c9f9-b4fb-a2d5b664cbff,31,Male,1,White,1,College graduate
5e9a084e-3961-cf3a-fea7-11e78beeecb2,30,Male,1,Black,0,High school graduate
5e9a0d80-b387-c365-7ac6-61a18814445d,41,Female,1,Other,0,College graduate
5e9a0d0b-96b1-9398-e2bf-6dd18f854285,54,Female,1,White,0,High school graduate
5e9a0d2f-4f12-8b7d-948d-dc713cd5eb66,37,Female,1,White,0,High school graduate
5e9a049c-e86a-7597-70fc-0b48b9586fd7,52,Female,1,Other,0,College graduate
5e9a0595-528e-7e9b-d498-ea25ad5e8040,47,Female,1,White,0,Some college
5e9a0d33-32c2-5a27-0267-b7d7a04e35e6,56,Female,1,White,1,High school graduate
5e9a0d72-70bc-c4ba-88af-3a49b343944c,45,Female,1,White,0,Some college
5e9a0d65-adf2-4ef2-a3eb-c2ada4ef4c58,60,Female,1,White,0,High school graduate
5e9a0e63-dc11-5795-5ab2-c11804b67d9d,25,Male,1,White,0,College graduate
5e9a0e5f-84bd-c915-76a2-d59d670fb56d,30,Male,1,White,1,College graduate
5e9a0d2f-9440-d5b3-a86b-b8c449211166,61,Female,1,White,0,College graduate
5e9a0e88-2340-b089-2174-d8a86fc24fc1,19,Male,1,White,0,High school graduate
5e9a0e6a-d9a2-5664-f587-d966788b2993,54,Male,1,White,0,High school graduate
5e9a0dc2-b96f-8cff-f115-368dd20fa7aa,65,Female,1,White,0,College graduate
5e9a0d58-b691-3550-6c1b-a932dc601d1c,58,Female,1,White,0,High school graduate
5e9a0e62-093e-8006-d081-b789d12a91f5,18,Male,1,White,1,High school graduate
5e9a0e61-92bb-f0b6-189d-5ba456aa8585,39,Female,1,Other,0,College graduate
5e9a0f0b-7168-46c8-109c-90aa245baa99,29,Male,1,White,1,College graduate
5e9a0d8a-ea26-efb2-aacd-75228c20c259,58,Female,1,White,0,College graduate
5e9a0eaf-d3b8-c63c-440f-b74c27a65933,50,Male,1,White,0,College graduate
5e9a0f67-7855-de6b-ca0b-7e5155857613,48,Male,1,Other,1,College graduate
5e9a0e85-5510-5a07-6d6f-fe5c0ef30559,34,Male,1,White,0,College graduate
5e9a0e00-4ac8-fa8f-4c1f-027ec4454300,45,Male,1,Other,0,College graduate
5e9a0f51-989f-dab9-cd84-57098c061d8b,18,Female,1,White,0,High school graduate
5e9a0f60-3648-439c-fa98-11278ce38d8c,25,Female,1,Black,0,College graduate
5e9a0b5f-927c-4c95-d6c2-e5c658b848e0,24,Male,1,Other,1,Some college
5e9a15b5-9215-c5fe-c0b2-d7865c523367,18,Male,1,Other,1,Some college
5e99ff15-ec7e-f334-2352-217d1f518477,27,Male,1,White,0,Some college
5e9a0e5e-b3c0-e033-6f5b-f628d503b973,41,Female,1,Black,0,High school graduate
5e9a1bad-f2d8-e777-85be-d4ccd7e7f576,24,Female,1,White,0,High school graduate
5e9a0d4e-18ab-43df-a4fc-5fcfc07f1bf8,35,Female,1,White,0,High school graduate
5e9a1c11-704a-4835-54e3-2a6897374c46,50,Male,1,White,0,Some college
5e9a1e7c-87f4-fe8b-f6ec-1c83439f272f,66,Male,1,White,0,Some college
5e9a226e-d771-fada-19d5-b18df6800ba3,67,Female,1,White,0,College graduate
5e9a2032-f102-202a-0ed6-836968163e39,65,Female,1,White,0,Some college
5e9a292b-9e36-fd8a-c41b-62fffcc8eaec,42,Male,1,White,0,College graduate
5e9a291a-2112-2c7c-fd7a-d28f519e09f0,29,Male,1,Black,0,College graduate
5e9a2cd5-35a0-bc99-a44e-917d69b89207,24,Male,1,Other,0,Non-high school graduate
5e9a2e03-ca5e-cdd6-157c-b98fc5be6be9,72,Female,1,White,0,Some college
5e9a40e1-4c56-e68c-5d66-ff85116570a6,18,Male,1,Other,0,Some college
5e9a6376-ca56-543a-dff7-19eaec8ab0ef,33,Female,1,White,1,Some college
5e9b7f02-493d-1063-16ec-4d83f42baf60,82,Female,1,White,0,High school graduate
5e9b7f17-044b-f213-5758-75254cb77240,39,Male,1,White,0,College graduate
5e9b7f9b-c2ee-bb7a-270b-1f755e845347,71,Female,1,White,0,College graduate
5e9b7f38-8df3-d1bd-5133-7182aea4fe96,79,Male,1,White,0,College graduate
5e9b7ef7-bba9-de4c-00ee-9ebdd7098e42,71,Male,1,White,0,Some college
5e9b7ed6-6da8-76a5-c238-e1708297a037,39,Female,1,White,0,Some college
5e9b7f78-3b6a-fda7-2bb0-3cd1a7264f62,45,Male,1,White,0,College graduate
5e9b7faa-5956-24b7-2ce1-c5afcf75eb1d,53,Male,1,White,0,Some college
5e9b7fff-c960-1c8c-4d58-a7ca10ca5a87,56,Male,1,White,0,Some college
5e9b7fe2-8fe1-13a4-b400-4a16d8399117,59,Female,1,White,0,High school graduate
5e9b7fac-3e8a-35e7-85fd-67847a6a6615,62,Female,1,White,0,Some college
5e9b7f73-dcf6-2899-a318-81eb48bd2b0e,43,Male,1,White,0,College graduate
5e9b8080-d9d6-717e-f52a-56017e5a343b,75,Female,1,White,0,College graduate
