rid,wave,sex_cnt,age_cnt
5e95cf86-7ad7-4bd7-41a3-94a7bdfcb2cd,1,Male,33
5e95cf86-7ad7-4bd7-41a3-94a7bdfcb2cd,1,Female,9
5e95cffb-0e5e-dcff-191c-745feba2b47b,1,Male,73
5e95cffb-0e5e-dcff-191c-745feba2b47b,1,Male,29
5e95d072-c693-f7ed-8be6-01c1ba1a9741,1,Male,58
5e95d167-f039-fb36-3f32-7b8bd1f68225,1,Male,25
5e95d060-df66-2e4f-4c18-643e8cbf3138,1,Female,35
5e95d060-df66-2e4f-4c18-643e8cbf3138,1,Male,6
5e95d16e-da07-ce2f-f240-dea4f1cf6499,1,Female,35
5e95d16e-da07-ce2f-f240-dea4f1cf6499,1,Male,10
5e95d16e-da07-ce2f-f240-dea4f1cf6499,1,Female,4
5e95d158-1ba1-2fa0-21d9-40fea44d4532,1,Male,62
5e95d1a2-a692-fd66-cdec-1e88674bba9f,1,Male,11
5e95d1a2-a692-fd66-cdec-1e88674bba9f,1,Male,6
5e95d185-beae-06e1-e8bf-9b78aabac3e4,1,Female,8
5e95d185-beae-06e1-e8bf-9b78aabac3e4,1,Male,12
5e95d185-beae-06e1-e8bf-9b78aabac3e4,1,Female,35
5e95d1c9-bf5d-1fbd-29a2-df45c3d282ad,1,Female,67
5e95d1c9-bf5d-1fbd-29a2-df45c3d282ad,1,Female,39
5e95d1c9-bf5d-1fbd-29a2-df45c3d282ad,1,Female,13
5e95d28e-b789-0c27-f2bd-61ff3d46ea00,1,Male,70
5e95d2b1-6ab5-01ef-b722-bc6374630f48,1,Male,47
5e95d2b1-6ab5-01ef-b722-bc6374630f48,1,Male,24
5e95d2ad-5904-3d38-3a06-d69bad9093c9,1,Male,36
5e95d2f6-541a-23eb-46e6-92dfe001c7b9,1,Female,42
5e95d2f6-541a-23eb-46e6-92dfe001c7b9,1,Female,15
5e95d2f6-541a-23eb-46e6-92dfe001c7b9,1,Male,15
5e95d2f6-541a-23eb-46e6-92dfe001c7b9,1,Male,8
5e95d260-7198-18fc-8ca4-abf7322c3afe,1,Female,67
5e95d1da-62ea-63b8-d258-53f7dd3df465,1,Female,34
5e95d1da-62ea-63b8-d258-53f7dd3df465,1,Female,13
5e95d315-ac7e-9e18-84c6-6810141dca3c,1,Male,64
5e95d073-1293-d76e-15de-4c7fa91d9088,1,Female,35
5e95d073-1293-d76e-15de-4c7fa91d9088,1,Female,8
5e95d073-1293-d76e-15de-4c7fa91d9088,1,Male,5
5e95d231-3ca7-e13a-819c-2df156b92e3b,1,Male,63
5e95d12d-b504-62db-eae0-7d0c18901082,1,Male,9
5e95d12d-b504-62db-eae0-7d0c18901082,1,Female,35
5e95d304-6292-21ff-8ae0-d96cd4f6b94e,1,Male,78
5e95d2ff-9ab6-a344-6dc8-6ede62ae150f,1,Female,34
5e95d2ff-9ab6-a344-6dc8-6ede62ae150f,1,Male,13
5e95d2ff-9ab6-a344-6dc8-6ede62ae150f,1,Female,8
5e95d39f-f3ba-ca11-659e-63686f0194a9,1,Male,45
5e95d39f-f3ba-ca11-659e-63686f0194a9,1,Female,40
5e95d39f-f3ba-ca11-659e-63686f0194a9,1,Male,21
5e95d39f-f3ba-ca11-659e-63686f0194a9,1,Female,17
5e95d39f-f3ba-ca11-659e-63686f0194a9,1,Male,4
5e95d360-2eaf-4a7d-d04e-b9201e0f7754,1,Female,40
5e95d360-2eaf-4a7d-d04e-b9201e0f7754,1,Female,4
5e95d428-3cdb-ef01-9a09-41c12654f8be,1,Female,24
5e95d428-3cdb-ef01-9a09-41c12654f8be,1,Female,24
5e95d3e8-0a78-1b3c-3c54-92371f6fdfdb,1,Female,83
5e95d3e8-0a78-1b3c-3c54-92371f6fdfdb,1,Female,61
5e95d3e8-0a78-1b3c-3c54-92371f6fdfdb,1,Female,61
5e95d282-98ac-93af-4787-f4b0365fcb4a,1,Male,43
5e95d282-98ac-93af-4787-f4b0365fcb4a,1,Male,13
5e95d282-98ac-93af-4787-f4b0365fcb4a,1,Female,11
5e95d282-98ac-93af-4787-f4b0365fcb4a,1,Male,7
5e95d282-98ac-93af-4787-f4b0365fcb4a,1,Female,1
5e95d690-db28-5e93-975c-d8178c56d786,1,Female,30
5e95d690-db28-5e93-975c-d8178c56d786,1,Male,2
5e95d7a5-a143-fcad-2415-3e219cd6d94e,1,Male,10
5e95d7a5-a143-fcad-2415-3e219cd6d94e,1,Female,15
5e95d7dc-1d83-4d87-9f79-9815ee3004bb,1,Male,2
5e95de5f-0170-1edf-63f0-a73142f8b7db,1,Male,45
5e95d711-8e80-0e98-07be-206760308a5b,1,Female,37
5e95d711-8e80-0e98-07be-206760308a5b,1,Male,14
5e95d711-8e80-0e98-07be-206760308a5b,1,Male,11
5e95e8d2-79a2-057a-8d23-ccca55b7849c,1,Male,54
5e95e8d2-79a2-057a-8d23-ccca55b7849c,1,Male,26
5e95eeb2-5e13-3b84-30ea-edb4ac9ac247,1,Female,32
5e95eeb2-5e13-3b84-30ea-edb4ac9ac247,1,Male,13
5e95f308-1ee6-a998-09cc-fd34f9b7173c,1,Male,80
5e95f308-1ee6-a998-09cc-fd34f9b7173c,1,Male,79
5e95f308-1ee6-a998-09cc-fd34f9b7173c,1,Male,50
5e95f308-1ee6-a998-09cc-fd34f9b7173c,1,Male,49
5e95f308-1ee6-a998-09cc-fd34f9b7173c,1,Male,24
5e95f5a5-4a7b-fb41-d855-e986c102d3bb,1,Male,73
5e95f7f0-4ee9-51eb-51a6-34ea8baf6924,1,Male,24
5e95f7f0-4ee9-51eb-51a6-34ea8baf6924,1,Male,1
5e95fb45-a1af-019c-d5af-0b4d2241502c,1,Female,51
5e95fc72-9ea0-e3d1-b668-810864279b7a,1,Female,54
5e95e729-64f6-93d5-869c-3ce23f2812a5,1,Female,27
5e95e729-64f6-93d5-869c-3ce23f2812a5,1,Male,13
5e95ffd3-f927-9f7a-e001-7790b55852e0,1,Female,18
5e95ffd3-f927-9f7a-e001-7790b55852e0,1,Female,31
5e9602e1-68de-b293-5321-5fcb32ee9722,1,Male,54
5e9602e1-68de-b293-5321-5fcb32ee9722,1,Male,25
5e99fec3-857e-d1b9-4af2-8c4e734955a4,1,Female,13
5e99fec3-857e-d1b9-4af2-8c4e734955a4,1,Male,8
5e99fec3-857e-d1b9-4af2-8c4e734955a4,1,Female,2
5e99ff0f-2f6b-8f09-6bdd-d113ecfe88cc,1,Male,2
5e99ff0f-2f6b-8f09-6bdd-d113ecfe88cc,1,Female,1
5e9a01c7-89ca-5d62-2fe1-7909e0d1fdc4,1,Female,60
5e9a02a0-8452-4606-f99f-015c9d0cd45a,1,Male,22
5e9a02a0-8452-4606-f99f-015c9d0cd45a,1,Male,28
5e9a0297-5847-12ac-a1e7-8f6728e5d3cf,1,Male,39
5e9a02f6-a9ed-2657-b73c-1ffa7234e77f,1,Male,70
5e9a0331-7ed7-9612-78ef-8958bd889d61,1,Male,32
5e9a0331-7ed7-9612-78ef-8958bd889d61,1,Female,31
5e9a03ca-4363-f400-11a8-3ed113c334d6,1,Female,65
5e9a02f7-f59f-add1-5368-8b9b42e88b03,1,Female,34
5e9a02f7-f59f-add1-5368-8b9b42e88b03,1,Male,9
5e9a02bd-a80f-d8ca-7be6-7b03e787ea5c,1,Female,9
5e9a02bd-a80f-d8ca-7be6-7b03e787ea5c,1,Male,6
5e9a02e6-3ab3-d10d-4dae-28326faf06ed,1,Male,10
5e9a02e6-3ab3-d10d-4dae-28326faf06ed,1,Female,35
5e9a03bd-42a8-1cb6-a324-c3aa2eb7862a,1,Female,73
5e9a03ee-efcf-0e85-7588-f2bf3f85436c,1,Male,6
5e9a03ee-efcf-0e85-7588-f2bf3f85436c,1,Male,8
5e9a0363-1028-521c-bdcd-b608e8159ae8,1,Female,0
5e9a0363-1028-521c-bdcd-b608e8159ae8,1,Male,2
5e9a0363-1028-521c-bdcd-b608e8159ae8,1,Male,3
5e9a0486-b729-6631-bf90-92120004cff3,1,Male,43
5e9a0486-b729-6631-bf90-92120004cff3,1,Male,20
5e9a0473-e454-ccd5-0f5c-528e5451fe4a,1,Female,67
5e9a0477-d769-6bde-0c53-690802c4a1a3,1,Female,35
5e9a0477-d769-6bde-0c53-690802c4a1a3,1,Male,11
5e9a047e-b910-980c-0443-aac11c193e31,1,Male,12
5e9a04db-d53a-1f8c-f418-6e32b29b71a0,1,Male,74
5e9a04db-d53a-1f8c-f418-6e32b29b71a0,1,Female,74
5e9a0455-a6fb-328e-ef4c-b5469592c6f2,1,Male,60
5e9a04ac-402f-84e7-ba7c-fb59bbbfae75,1,Female,54
5e9a04ac-402f-84e7-ba7c-fb59bbbfae75,1,Female,22
5e9a04ac-402f-84e7-ba7c-fb59bbbfae75,1,Female,17
5e9a0497-9c68-7e9d-ce38-544258a3e1e8,1,Female,62
5e9a04d3-c343-73eb-9072-5ad6e64a4a45,1,Male,23
5e9a04d3-c343-73eb-9072-5ad6e64a4a45,1,Female,66
5e9a04e7-33fb-d6b0-1fae-a130cda8024d,1,Female,47
5e9a04e7-33fb-d6b0-1fae-a130cda8024d,1,Male,15
5e9a0484-48ce-d0cb-60ae-7f4d9d769d02,1,Female,60
5e9a0481-d989-8eba-fa3b-28f1dc5247e6,1,Male,73
5e9a0521-656b-c2b8-2bc4-eff457603d87,1,Female,36
5e9a0521-656b-c2b8-2bc4-eff457603d87,1,Male,36
5e9a0521-656b-c2b8-2bc4-eff457603d87,1,Male,15
5e9a0521-656b-c2b8-2bc4-eff457603d87,1,Male,13
5e9a0521-656b-c2b8-2bc4-eff457603d87,1,Male,11
5e9a04fe-fe53-13f2-c41f-cc3346a3e6ed,1,Male,66
5e9a04b4-1fab-d618-9090-6216d7081bca,1,Female,55
5e9a04e4-e4df-afd4-d125-847569e5ec2b,1,Female,64
5e9a0473-80c8-e718-1a5c-4927631bdcb5,1,Female,37
5e9a0473-80c8-e718-1a5c-4927631bdcb5,1,Male,11
5e9a0473-80c8-e718-1a5c-4927631bdcb5,1,Female,7
5e9a03d4-3c24-488f-77cb-5f7789f8f1bf,1,Female,9
5e9a03d4-3c24-488f-77cb-5f7789f8f1bf,1,Male,7
5e9a03d4-3c24-488f-77cb-5f7789f8f1bf,1,Female,34
5e9a03d4-3c24-488f-77cb-5f7789f8f1bf,1,Male,42
5e9a02c7-0c30-0908-ac0d-0d31929b25a5,1,Female,37
5e9a02c7-0c30-0908-ac0d-0d31929b25a5,1,Female,9
5e9a02c7-0c30-0908-ac0d-0d31929b25a5,1,Male,4
5e9a0579-9b2f-8876-9ecc-8f7b6328dd21,1,Female,37
5e9a0579-9b2f-8876-9ecc-8f7b6328dd21,1,Female,10
5e9a0521-c231-efae-2003-d7ba9eb9fb64,1,Female,61
5e9a0521-c231-efae-2003-d7ba9eb9fb64,1,Female,63
5e9a041f-b590-7687-782a-21729153fa10,1,Female,1
5e9a041f-b590-7687-782a-21729153fa10,1,Female,1
5e9a041f-b590-7687-782a-21729153fa10,1,Male,1
5e9a0587-83f1-6ec0-a83a-67f55eceeebb,1,Male,49
5e9a0587-83f1-6ec0-a83a-67f55eceeebb,1,Male,17
5e9a0587-83f1-6ec0-a83a-67f55eceeebb,1,Male,15
5e9a0546-97cb-4aa0-d2ae-829ce946f1e2,1,Female,24
5e9a053b-ce9c-39f1-ce67-0a97f48ed0f1,1,Male,65
5e9a053b-ce9c-39f1-ce67-0a97f48ed0f1,1,Female,63
5e9a053b-ce9c-39f1-ce67-0a97f48ed0f1,1,Female,19
5e9a058d-5f11-9c4d-b8e5-c8b01abe8d70,1,Male,32
5e9a054e-c6cb-9634-7e3f-9e930264a558,1,Female,19
5e9a054e-c6cb-9634-7e3f-9e930264a558,1,Female,40
5e9a054e-c6cb-9634-7e3f-9e930264a558,1,Female,67
5e9a054e-c6cb-9634-7e3f-9e930264a558,1,Male,22
5e9a054e-c6cb-9634-7e3f-9e930264a558,1,Male,18
5e9a05a3-497a-efde-91a7-2f1fee9e14db,1,Male,15
5e9a05a3-497a-efde-91a7-2f1fee9e14db,1,Female,7
5e9a04d9-e142-fbc1-5de4-4e6a90cf2eb2,1,Female,17
5e9a04d9-e142-fbc1-5de4-4e6a90cf2eb2,1,Female,37
5e9a0566-9e68-4d3c-29b2-959ef73c5780,1,Male,68
5e9a0566-9e68-4d3c-29b2-959ef73c5780,1,Female,62
5e9a0566-9e68-4d3c-29b2-959ef73c5780,1,Male,4
5e9a0594-d9cb-b954-1248-b537348699a2,1,Male,22
5e9a0594-d9cb-b954-1248-b537348699a2,1,Female,58
5e9a0594-d9cb-b954-1248-b537348699a2,1,Male,54
5e9a0418-ef22-c1b3-fe44-ff6a401b82fd,1,Female,39
5e9a0418-ef22-c1b3-fe44-ff6a401b82fd,1,Female,9
5e9a0418-ef22-c1b3-fe44-ff6a401b82fd,1,Male,7
5e9a055b-5055-7bd2-2594-efed9686dd91,1,Male,53
5e9a04b6-361e-2c88-4815-345ad46dc256,1,Female,32
5e9a04b6-361e-2c88-4815-345ad46dc256,1,Female,11
5e9a04b6-361e-2c88-4815-345ad46dc256,1,Male,8
5e9a04b7-20af-58b2-cd28-9fc63013910f,1,Female,8
5e9a04b7-20af-58b2-cd28-9fc63013910f,1,Female,37
5e9a04d0-df6c-c46a-9f75-f19e7d718772,1,Female,66
5e9a05ed-b316-5c09-63e8-345c2c054416,1,Female,18
5e9a05ed-b316-5c09-63e8-345c2c054416,1,Male,21
5e9a05ed-b316-5c09-63e8-345c2c054416,1,Female,53
5e9a05ed-b316-5c09-63e8-345c2c054416,1,Male,60
5e9a055a-6ab4-5237-3b03-86d0df28d8d3,1,Female,81
5e9a055a-6ab4-5237-3b03-86d0df28d8d3,1,Female,75
5e9a056f-e8fc-aeaf-be79-da4274e489f5,1,Female,44
5e9a0595-f40f-7d44-f943-2aaa55cdf4bc,1,Male,35
5e9a0595-f40f-7d44-f943-2aaa55cdf4bc,1,Male,15
5e9a0595-f40f-7d44-f943-2aaa55cdf4bc,1,Female,2
5e9a05cb-bb44-20e0-aa12-02bb04257d6f,1,Male,43
5e9a05cb-bb44-20e0-aa12-02bb04257d6f,1,Female,3
5e9a0581-497e-12e4-3a8f-05257bbbb092,1,Male,89
5e9a03d4-4641-2250-d804-e8a6ede14865,1,Female,35
5e9a03d4-4641-2250-d804-e8a6ede14865,1,Male,13
5e9a03d4-4641-2250-d804-e8a6ede14865,1,Female,9
5e9a060a-fedb-6fc9-d7f8-a6ab762a1c59,1,Male,35
5e9a060a-fedb-6fc9-d7f8-a6ab762a1c59,1,Female,5
5e9a060a-fedb-6fc9-d7f8-a6ab762a1c59,1,Female,1
5e9a05a8-1bf8-a8d6-950e-3bd3d3b49551,1,Male,61
5e9a05dc-fbb6-9898-7af0-e02d2ab002fd,1,Female,58
5e9a05a0-4894-c409-2ee6-71476ea8461b,1,Male,37
5e9a04a4-07df-bd30-e610-10c749c086f5,1,Female,35
5e9a04a4-07df-bd30-e610-10c749c086f5,1,Female,13
5e9a04a4-07df-bd30-e610-10c749c086f5,1,Male,10
5e9a050d-a9d6-fbaa-7dc2-3f373d6aec07,1,Male,51
5e9a05f5-ffa0-78ad-36b8-94e035d28f22,1,Male,25
5e9a05f5-ffa0-78ad-36b8-94e035d28f22,1,Male,7
5e9a05f5-ffa0-78ad-36b8-94e035d28f22,1,Male,2
5e9a05f5-ffa0-78ad-36b8-94e035d28f22,1,Female,5
5e9a0619-3ac0-51ef-d9f5-de081b2ff536,1,Male,38
5e9a0619-3ac0-51ef-d9f5-de081b2ff536,1,Female,9
5e9a0619-3ac0-51ef-d9f5-de081b2ff536,1,Male,2
5e9a0613-6fcd-dd74-b4ba-5cc10a6b7a6f,1,Male,4
5e9a0613-6fcd-dd74-b4ba-5cc10a6b7a6f,1,Male,7
5e9a0613-6fcd-dd74-b4ba-5cc10a6b7a6f,1,Male,14
5e9a0613-6fcd-dd74-b4ba-5cc10a6b7a6f,1,Male,35
5e9a0575-e0bf-f094-9a85-7f09c300f262,1,Male,72
5e9a05db-80b4-9319-03aa-a6c403bd5cf3,1,Male,24
5e9a05db-80b4-9319-03aa-a6c403bd5cf3,1,Female,33
5e9a05db-80b4-9319-03aa-a6c403bd5cf3,1,Female,13
5e9a0673-997a-4b86-7323-b71b2d989654,1,Male,11
5e9a0673-997a-4b86-7323-b71b2d989654,1,Female,15
5e9a0673-997a-4b86-7323-b71b2d989654,1,Female,52
5e9a0673-997a-4b86-7323-b71b2d989654,1,Male,54
5e9a064a-7c1f-96e5-fcbb-efe657847fec,1,Female,28
5e9a064a-7c1f-96e5-fcbb-efe657847fec,1,Male,12
5e9a064a-7c1f-96e5-fcbb-efe657847fec,1,Female,3
5e9a05c0-18ca-c2d5-43c8-0c9e09d296e0,1,Male,52
5e9a05c0-18ca-c2d5-43c8-0c9e09d296e0,1,Female,18
5e9a05c0-18ca-c2d5-43c8-0c9e09d296e0,1,Female,16
5e9a05c0-18ca-c2d5-43c8-0c9e09d296e0,1,Female,8
5e9a0483-7403-9662-de67-956731448264,1,Male,1
5e9a0483-7403-9662-de67-956731448264,1,Male,2
5e9a0483-7403-9662-de67-956731448264,1,Male,3
5e9a04d8-c7f2-7045-988e-5f86928690a7,1,Female,60
5e9a04e6-8101-7e26-423c-3fc84fbdc603,1,Female,63
5e9a04bc-7039-e2d9-aea3-4dd1a158052e,1,Female,51
5e9a0642-8d1c-8d50-b9ad-756f99aefda4,1,Male,89
5e9a0642-8d1c-8d50-b9ad-756f99aefda4,1,Female,87
5e9a0642-8d1c-8d50-b9ad-756f99aefda4,1,Female,53
5e9a0559-ad9c-7e4f-7b9b-5f3805a1c73b,1,Male,33
5e9a0553-0a96-db6c-5452-72033558360c,1,Female,3
5e9a0664-c08f-7732-9c1b-89c6a760806e,1,Male,53
5e9a0664-c08f-7732-9c1b-89c6a760806e,1,Female,19
5e9a05b8-f1b2-e4e0-7c3b-99d4153469fc,1,Female,50
5e9a05b8-f1b2-e4e0-7c3b-99d4153469fc,1,Male,46
5e9a05fd-59b0-b198-917a-238b3bfa51d5,1,Male,56
5e9a05fd-59b0-b198-917a-238b3bfa51d5,1,Male,22
5e9a0540-2d42-5cf2-a1f8-b833773a5b71,1,Male,69
5e9a0540-2d42-5cf2-a1f8-b833773a5b71,1,Female,48
5e9a0638-dd0f-ea0e-4794-6e3e8e0c9fc8,1,Male,36
5e9a0631-288c-a79b-cb90-aba4b7d838de,1,Male,45
5e9a0631-288c-a79b-cb90-aba4b7d838de,1,Male,61
5e9a0650-75b5-56a0-45d7-ae4621720e06,1,Male,61
5e9a04a4-6291-cb85-49d8-6304ae422b81,1,Male,6
5e9a04a4-6291-cb85-49d8-6304ae422b81,1,Female,28
5e9a05f8-2a09-b97d-a772-95e4c464be0c,1,Female,29
5e9a05f8-2a09-b97d-a772-95e4c464be0c,1,Male,13
5e9a05f8-2a09-b97d-a772-95e4c464be0c,1,Female,7
5e9a0587-b803-fc15-6f9f-7731f87f8bc5,1,Female,19
5e9a0587-b803-fc15-6f9f-7731f87f8bc5,1,Male,21
5e9a0587-b803-fc15-6f9f-7731f87f8bc5,1,Female,55
5e9a0633-dfc7-f6c4-683b-ff8c3bb43f13,1,Female,34
5e9a06b8-1c53-8728-cd1d-d0c0e768b742,1,Female,58
5e9a06b8-1c53-8728-cd1d-d0c0e768b742,1,Female,86
5e9a067f-2ff6-ccc3-1f02-0fce16b7e2e9,1,Female,62
5e9a04ec-20e3-9876-1391-c09c95e1b017,1,Female,57
5e9a04a2-f38c-c0b4-9a2f-a8f345f4662a,1,Male,84
5e9a04a2-f38c-c0b4-9a2f-a8f345f4662a,1,Female,81
5e9a05a6-1d31-5514-4b7f-0532677f8e91,1,Male,44
5e9a05a6-1d31-5514-4b7f-0532677f8e91,1,Male,17
5e9a05a6-1d31-5514-4b7f-0532677f8e91,1,Male,18
5e9a0645-513d-05e7-0313-2cc90f709b9e,1,Male,28
5e9a0645-513d-05e7-0313-2cc90f709b9e,1,Female,28
5e9a07f1-51d5-1a60-98c7-74c822a0c973,1,Female,55
5e9a07f1-51d5-1a60-98c7-74c822a0c973,1,Male,14
5e9a07b9-d0f2-22d4-a7f8-b077d14a8afb,1,Female,56
5e9a0499-b0c1-8c94-fb61-7c29a96a011a,1,Female,40
5e9a0499-b0c1-8c94-fb61-7c29a96a011a,1,Male,13
5e9a0499-b0c1-8c94-fb61-7c29a96a011a,1,Male,10
5e9a0499-b0c1-8c94-fb61-7c29a96a011a,1,Male,7
5e9a0499-b0c1-8c94-fb61-7c29a96a011a,1,Female,5
5e9a07b4-85b2-2218-0602-03e2c4c00b56,1,Female,75
5e9a081d-5bde-b3a9-f599-3e954cb36d0a,1,Male,0
5e9a0621-4cd1-199c-be17-f11c38dabff4,1,Male,64
5e9a0621-4cd1-199c-be17-f11c38dabff4,1,Male,41
5e9a0621-4cd1-199c-be17-f11c38dabff4,1,Male,22
5e9a0811-633e-4a37-c2da-b8f7b73fb083,1,Male,47
5e9a0827-2568-3077-eba6-c18ee08ed0b0,1,Female,28
5e9a0850-07ba-9697-4a15-f98d0ef0a1e7,1,Female,60
5e9a0850-07ba-9697-4a15-f98d0ef0a1e7,1,Male,66
5e9a0592-b499-83f2-dcca-4604322b6de3,1,Male,26
5e9a07f6-78c8-f1f7-1de2-dde625a9215c,1,Male,55
5e9a07f6-78c8-f1f7-1de2-dde625a9215c,1,Female,48
5e9a0569-9b88-5f2b-120d-265e092c0f5f,1,Female,74
5e9a0569-9b88-5f2b-120d-265e092c0f5f,1,Male,75
5e9a083a-e960-d5c9-428b-b9c1c59a3655,1,Male,27
5e9a083a-e960-d5c9-428b-b9c1c59a3655,1,Male,64
5e9a07ef-ac98-4e4d-cc82-59af8e10ed12,1,Female,34
5e9a07ef-ac98-4e4d-cc82-59af8e10ed12,1,Female,14
5e9a07a9-d77b-afcd-6732-22042c3e1492,1,Female,25
5e9a07c1-107b-3400-40d4-60ae5e67629a,1,Female,73
5e9a0850-f4bc-72eb-f5a9-0bb374092f52,1,Female,1
5e9a0850-f4bc-72eb-f5a9-0bb374092f52,1,Male,0
5e9a0850-f4bc-72eb-f5a9-0bb374092f52,1,Female,51
5e9a0850-f4bc-72eb-f5a9-0bb374092f52,1,Female,0
5e9a07d1-3491-df0c-8bad-b42c62c0f670,1,Female,72
5e9a0723-ba10-6114-dc65-ce4682d1bfb5,1,Female,71
5e9a0817-3204-513a-8392-41ce027438c6,1,Male,7
5e9a0817-3204-513a-8392-41ce027438c6,1,Male,49
5e9a0817-3204-513a-8392-41ce027438c6,1,Female,13
5e9a0817-3204-513a-8392-41ce027438c6,1,Female,50
5e9a083a-ade6-4490-04c0-11b105e7a1f8,1,Female,46
5e9a083a-ade6-4490-04c0-11b105e7a1f8,1,Male,47
5e9a0543-faa7-2d17-ef85-5bf6a0944602,1,Female,0
5e9a0549-d648-75b5-e88b-dfb2fcc2ae83,1,Female,26
5e9a0549-d648-75b5-e88b-dfb2fcc2ae83,1,Male,19
5e9a0549-d648-75b5-e88b-dfb2fcc2ae83,1,Male,17
5e9a0549-d648-75b5-e88b-dfb2fcc2ae83,1,Female,46
5e9a07cc-b802-c61a-a24d-c2c944273573,1,Male,9
5e9a07cc-b802-c61a-a24d-c2c944273573,1,Female,14
5e9a07cc-b802-c61a-a24d-c2c944273573,1,Female,35
5e9a07cc-b802-c61a-a24d-c2c944273573,1,Male,27
5e9a0970-9591-6d80-d0ca-ee667a4b620f,1,Male,55
5e9a0970-9591-6d80-d0ca-ee667a4b620f,1,Female,75
5e9a09d1-17af-3f04-e68f-fc9823bb8bd5,1,Male,45
5e9a09d1-17af-3f04-e68f-fc9823bb8bd5,1,Female,35
5e9a09d1-17af-3f04-e68f-fc9823bb8bd5,1,Female,52
5e9a099d-ee99-1565-e1a5-992ad99f1d8d,1,Male,3
5e9a099d-ee99-1565-e1a5-992ad99f1d8d,1,Female,4
5e9a03f8-8c1d-d0b9-f3ed-bfa7bcd73ed7,1,Female,31
5e9a03f8-8c1d-d0b9-f3ed-bfa7bcd73ed7,1,Male,10
5e9a03f8-8c1d-d0b9-f3ed-bfa7bcd73ed7,1,Female,7
5e9a0946-897d-d93b-5b32-929ab814fddc,1,Male,1
5e9a0946-897d-d93b-5b32-929ab814fddc,1,Female,1
5e9a0946-897d-d93b-5b32-929ab814fddc,1,Female,1
5e9a095b-3e68-fc43-bbc4-557f67881e70,1,Male,65
5e9a084e-3961-cf3a-fea7-11e78beeecb2,1,Female,29
5e9a084e-3961-cf3a-fea7-11e78beeecb2,1,Male,12
5e9a0d80-b387-c365-7ac6-61a18814445d,1,Female,42
5e9a0d0b-96b1-9398-e2bf-6dd18f854285,1,Male,55
5e9a0d2f-4f12-8b7d-948d-dc713cd5eb66,1,Male,50
5e9a0d33-32c2-5a27-0267-b7d7a04e35e6,1,Male,59
